"Player","Team","POS","ATT","YDS","TDS","REC","YDS","TDS","FL","FPTS"
" "," ","","",""
"Christian McCaffrey","SFhigh","RB1","272.3","1,289.1","11.6","69.9","567.0","4.8","1.7","350.5"
"","low","0.0","4.0","0.0","11.0","113.0","1.0","0.0","39.7"
"Kevin Harris","NEhigh","RB96","4.5","134.1","1.1","5.0","36.6","0.0","0.0","28.3"
"","high","4.5","250.0","2.0","8.0","58.0","0.0","0.0","55.8"
"","low","4.5","18.1","0.1","1.9","15.1","0.0","0.0","9.2"
"Jamison Crowder","WAShigh","WR160","0.0","0.0","0.0","12.0","118.4","0.7","0.0","28.1"
"","high","0.0","0.0","0.0","16.6","166.7","1.0","0.0","42.2"
"","low","0.0","0.0","0.0","7.2","66.5","0.2","0.1","20.6"
"KJ Hamler","BUFhigh","WR161","0.0","5.0","0.0","9.0","125.0","1.0","0.0","28.0"
"","high","0.0","5.0","0.0","9.0","125.0","1.0","0.0","37.0"
"","low","0.0","5.0","0.0","9.0","125.0","1.0","0.0","37.0"
"Quez Watkins","PIThigh","WR162","0.0","3.0","0.0","9.0","127.0","1.0","0.0","28.0"
"","high","0.0","3.0","0.0","9.0","127.0","1.0","0.0","37.0"
"","low","0.0","3.0","0.0","9.0","127.0","1.0","0.0","37.0"
"Jared Wiley","KChigh","TE72","0.0","0.0","0.0","11.0","112.6","0.9","0.0","27.8"
"","high","0.0","0.0","0.0","13.0","128.0","1.0","0.0","41.8"
"","low","0.0","0.0","0.0","8.1","81.7","0.8","0.1","22.0"
"Cameron Latu","CLEhigh","TE73","0.0","0.0","0.0","13.0","88.0","1.0","0.0","27.8"
"","high","0.0","0.0","0.0","13.0","88.0","1.0","0.0","40.8"
"","low","0.0","0.0","0.0","13.0","88.0","1.0","0.0","40.8"
"Stone Smartt","LAChigh","TE74","0.0","0.0","0.0","10.6","117.9","0.9","0.0","27.8"
"","high","0.0","0.0","0.0","14.4","157.0","1.1","0.0","33.3"
"","low","0.0","0.0","0.0","8.0","77.9","0.5","0.1","21.3"
"Michael Woods II","CLEhigh","WR163","0.0","4.0","0.0","9.0","119.0","1.0","0.0","27.3"
"","high","0.0","4.0","0.0","9.0","119.0","1.0","0.0","36.3"
"","low","0.0","4.0","0.0","9.0","119.0","1.0","0.0","36.3"
"Travis Vokolek","ARIhigh","TE75","0.0","0.0","0.0","11.0","102.0","1.0","0.0","27.2"
"","high","0.0","0.0","0.0","11.0","102.0","1.0","0.0","21.0"
"","low","0.0","0.0","0.0","11.0","102.0","1.0","0.0","21.0"
"Jalen Brooks","DALhigh","WR164","0.0","0.0","0.0","11.5","106.9","0.8","0.0","26.9"
"","high","0.0","0.0","0.0","20.0","147.0","1.0","0.0","52.2"
"","low","0.0","0.0","0.0","5.6","64.5","0.5","0.1","20.8"
"Ben Skowronek","PIThigh","WR165","0.0","4.0","0.0","9.0","111.0","1.0","0.0","26.5"
"","high","0.0","4.0","0.0","9.0","111.0","1.0","0.0","35.5"
"","low","0.0","4.0","0.0","9.0","111.0","1.0","0.0","35.5"
"Jeremy McNichols","WAShigh","RB97","18.4","72.5","0.2","9.2","69.5","0.4","0.0","26.4"
"","high","27.2","115.4","0.6","14.0","115.0","1.0","0.0","34.8"
"","low","2.1","8.5","0.0","2.1","14.6","0.0","0.1","12.3"
"Tyler Scott","CHIhigh","WR166","2.1","18.2","0.1","8.9","101.7","0.8","0.0","26.1"
"","high","4.2","29.0","0.2","22.0","249.0","2.0","0.0","70.7"
"","low","0.0","0.0","0.0","1.7","19.6","0.2","0.1","11.7"
"Trayveon Williams","CINhigh","RB98","41.6","111.4","0.7","6.1","39.8","0.1","0.1","25.9"
"","high","41.6","181.8","1.4","9.2","59.6","0.3","0.0","41.3"
"","low","41.6","41.0","0.0","3.0","20.0","0.0","0.2","15.2"
"Drew Ogletree","INDhigh","TE76","0.0","0.0","0.0","9.5","114.3","0.8","0.0","25.9"
"","high","0.0","0.0","0.0","13.5","160.0","1.1","0.0","38.2"
"","low","0.0","0.0","0.0","3.6","36.1","0.3","0.1","14.7"
"Erick All Jr.","CINhigh","TE77","0.0","0.0","0.0","10.3","103.0","0.8","0.0","25.3"
"","high","0.0","0.0","0.0","12.0","122.0","1.0","0.0","22.2"
"","low","0.0","0.0","0.0","8.6","84.0","0.6","0.1","21.3"
"Cade Stover","HOUhigh","TE78","0.0","0.0","0.0","10.0","105.8","0.8","0.0","25.1"
"","high","0.0","0.0","0.0","15.0","159.0","1.0","0.0","46.9"
"","low","0.0","0.0","0.0","3.9","38.5","0.3","0.0","15.7"
"Brenton Strange","JAChigh","TE79","0.0","0.0","0.0","9.7","92.1","1.0","0.0","24.9"
"","high","0.0","0.0","0.0","13.0","131.0","2.0","0.0","41.8"
"","low","0.0","0.0","0.0","2.0","18.1","0.2","0.1","12.3"
"Tip Reiman","ARIhigh","TE80","0.0","0.0","0.0","10.2","99.1","0.8","0.0","24.9"
"","high","0.0","0.0","0.0","12.0","121.0","1.0","0.0","40.3"
"","low","0.0","0.0","0.0","7.6","74.2","0.4","0.1","20.0"
"Jawhar Jordan","HOUhigh","RB99","0.0","121.0","1.0","4.0","27.0","0.0","0.0","24.8"
"","high","0.0","121.0","1.0","4.0","27.0","0.0","0.0","28.8"
"","low","0.0","121.0","1.0","4.0","27.0","0.0","0.0","28.8"
"Ronnie Rivers","LARhigh","RB100","29.7","116.7","0.8","4.6","33.3","0.1","0.0","24.7"
"","high","52.0","208.0","1.0","8.0","62.0","0.2","0.0","27.7"
"","low","9.2","37.0","0.3","2.0","15.0","0.0","0.1","11.9"
"Jack Stoll","PHIhigh","TE81","0.0","0.0","0.0","9.0","95.0","1.0","0.0","24.5"
"","high","0.0","0.0","0.0","9.0","95.0","1.0","0.0","33.5"
"","low","0.0","0.0","0.0","9.0","95.0","1.0","0.0","33.5"
"Drew Sample","CINhigh","TE82","0.0","0.0","0.0","10.5","94.3","0.8","0.0","24.5"
"","high","0.0","0.0","0.0","13.7","126.0","1.0","0.0","41.1"
"","low","0.0","0.0","0.0","4.3","34.8","0.3","0.1","15.9"
"D'Ernest Johnson","JAChigh","RB101","31.8","113.9","0.5","5.5","39.2","0.1","0.1","24.4"
"","high","54.5","241.4","1.3","8.9","62.5","0.2","0.0","44.7"
"","low","9.1","37.5","0.0","3.0","23.0","0.0","0.2","14.8"
"Lucas Krull","DENhigh","TE83","0.0","0.0","0.0","9.6","103.5","0.7","0.0","24.3"
"","high","0.0","0.0","0.0","15.0","160.0","1.0","0.0","46.6"
"","low","0.0","0.0","0.0","3.5","33.2","0.2","0.1","14.2"
"Justyn Ross","KChigh","WR167","0.0","0.0","0.0","8.0","103.0","1.0","0.0","24.3"
"","high","0.0","0.0","0.0","8.0","103.0","1.0","0.0","32.3"
"","low","0.0","0.0","0.0","8.0","103.0","1.0","0.0","32.3"
"Deneric Prince","MIAhigh","RB102","0.0","113.0","1.0","4.0","29.0","0.0","0.0","24.2"
"","high","0.0","113.0","1.0","4.0","29.0","0.0","0.0","28.2"
"","low","0.0","113.0","1.0","4.0","29.0","0.0","0.0","28.2"
"Casey Washington","ATLhigh","WR168","0.0","0.0","0.0","8.7","105.8","0.8","0.0","24.2"
"","high","0.0","0.0","0.0","10.0","127.0","1.0","0.0","37.4"
"","low","0.0","0.0","0.0","7.4","84.5","0.7","0.0","21.0"
"Carson Steele","KChigh","RB103","14.8","101.3","0.9","4.6","35.2","0.1","0.0","23.9"
"","high","29.0","213.0","2.0","11.0","83.0","0.2","0.0","57.2"
"","low","4.5","19.0","0.2","2.2","14.6","0.0","0.1","9.2"
"Skyy Moore","KChigh","WR169","0.0","3.0","0.0","8.6","100.4","0.8","0.1","23.5"
"","high","0.0","9.0","0.0","12.0","129.0","1.0","0.0","40.4"
"","low","0.0","0.0","0.0","4.1","49.3","0.3","0.1","15.3"
"Dallin Holker","NOhigh","TE84","0.0","0.0","0.0","9.3","95.4","0.8","0.0","23.4"
"","high","0.0","0.0","0.0","13.0","135.0","1.0","0.0","41.8"
"","low","0.0","0.0","0.0","3.8","39.2","0.3","0.0","14.9"
"Payne Durham","TBhigh","TE85","0.0","0.0","0.0","9.2","96.8","0.7","0.0","23.2"
"","high","0.0","0.0","0.0","13.0","136.0","1.0","0.0","41.3"
"","low","0.0","0.0","0.0","1.9","19.0","0.2","0.1","12.0"
"Derius Davis","LAChigh","WR170","6.7","38.6","0.1","7.0","81.2","0.6","0.1","22.8"
"","high","13.3","85.7","0.3","12.0","151.0","1.0","0.0","49.1"
"","low","0.0","0.0","0.0","1.8","19.2","0.2","0.2","9.6"
"David Moore","CARhigh","WR171","0.0","1.7","0.0","8.1","108.0","0.7","0.1","22.8"
"","high","0.0","5.0","0.0","10.5","135.0","1.0","0.0","37.1"
"","low","0.0","0.0","0.0","4.7","66.7","0.3","0.1","16.4"
"Craig Reynolds","DEThigh","RB104","21.6","102.6","0.8","4.1","33.3","0.1","0.1","22.7"
"","high","33.0","138.0","1.1","6.1","47.2","0.2","0.0","34.4"
"","low","2.3","9.5","0.0","2.0","17.1","0.0","0.2","7.7"
"Equanimeous St. Brown","NOhigh","WR172","0.0","4.0","0.0","7.0","91.0","1.0","0.0","22.5"
"","high","0.0","4.0","0.0","7.0","91.0","1.0","0.0","29.5"
"","low","0.0","4.0","0.0","7.0","91.0","1.0","0.0","29.5"
"Devin Duvernay","JAChigh","WR173","3.3","16.9","0.1","8.8","88.6","0.4","0.1","22.3"
"","high","4.5","25.7","0.2","11.6","111.2","0.7","0.0","29.3"
"","low","2.0","12.0","0.0","5.0","64.0","0.0","0.1","21.4"
"Albert Okwuegbunam Jr.","PHIhigh","TE86","0.0","0.0","0.0","8.0","82.0","1.0","0.0","22.2"
"","high","0.0","0.0","0.0","8.0","82.0","1.0","0.0","15.0"
"","low","0.0","0.0","0.0","8.0","82.0","1.0","0.0","15.0"
"Luke Farrell","JAChigh","TE87","0.0","0.0","0.0","8.7","87.9","0.7","0.0","21.3"
"","high","0.0","0.0","0.0","12.1","130.0","1.0","0.0","24.8"
"","low","0.0","0.0","0.0","2.1","18.8","0.2","0.1","11.4"
"Dare Ogunbowale","HOUhigh","RB105","16.7","56.9","0.4","7.3","54.7","0.1","0.0","21.3"
"","high","28.0","92.0","1.0","12.0","88.0","0.3","0.0","32.7"
"","low","2.2","8.6","0.0","2.1","16.3","0.0","0.1","10.8"
"Robert Woods","HOUhigh","WR174","0.0","1.3","0.0","8.3","89.4","0.6","0.0","21.1"
"","high","0.0","4.0","0.0","13.0","133.0","1.0","0.0","41.0"
"","low","0.0","0.0","0.0","4.8","53.9","0.4","0.0","16.1"
"Grant Calcaterra","PHIhigh","TE88","0.0","0.0","0.0","8.5","85.8","0.7","0.0","21.1"
"","high","0.0","0.0","0.0","11.0","117.0","1.0","0.0","23.7"
"","low","0.0","0.0","0.0","3.7","36.2","0.3","0.1","13.6"
"Kenny McIntosh","SEAhigh","RB106","26.9","89.4","0.6","4.1","32.2","0.1","0.1","20.4"
"","high","27.8","116.1","1.0","8.2","57.5","0.3","0.0","28.3"
"","low","26.0","50.0","0.0","2.0","15.0","0.0","0.2","12.6"
"Chris Moore","ARIhigh","WR175","0.0","3.3","0.0","7.7","92.7","0.5","0.0","20.4"
"","high","0.0","10.0","0.0","11.0","138.0","1.0","0.0","39.5"
"","low","0.0","0.0","0.0","5.7","64.3","0.2","0.1","15.4"
"Jalen Reagor","NEhigh","WR176","0.0","2.0","0.0","7.0","90.2","0.7","0.0","20.2"
"","high","0.0","4.0","0.0","8.0","106.0","1.0","0.0","32.0"
"","low","0.0","0.0","0.0","6.0","74.5","0.3","0.0","16.0"
"Mason Tipton","NOhigh","WR177","0.0","0.0","0.0","7.7","86.1","0.6","0.0","20.1"
"","high","0.0","0.0","0.0","12.0","131.0","1.0","0.0","38.8"
"","low","0.0","0.0","0.0","3.5","41.1","0.3","0.0","13.7"
"Brenden Rice","LAChigh","WR178","0.0","2.0","0.0","7.2","87.9","0.6","0.0","19.9"
"","high","0.0","4.0","0.0","11.0","138.0","1.0","0.0","38.4"
"","low","0.0","0.0","0.0","3.4","37.8","0.3","0.0","13.0"
"Blake Watson","DENhigh","RB107","14.6","84.1","0.7","4.0","28.6","0.1","0.0","19.9"
"","high","14.6","108.0","1.0","4.0","29.0","0.1","0.0","27.7"
"","low","14.6","60.3","0.4","4.0","28.3","0.0","0.1","16.1"
"Kayshon Boutte","NEhigh","WR179","0.0","2.5","0.0","7.0","88.4","0.6","0.0","19.6"
"","high","0.0","5.0","0.0","11.0","138.0","1.0","0.0","38.3"
"","low","0.0","0.0","0.0","3.1","38.9","0.2","0.0","11.8"
"Peyton Hendershot","KChigh","TE89","0.0","0.0","0.0","7.8","77.6","0.7","0.0","19.4"
"","high","0.0","0.0","0.0","13.0","131.0","1.0","0.0","39.9"
"","low","0.0","0.0","0.0","2.3","22.9","0.2","0.0","11.2"
"Harrison Bryant","LVhigh","TE90","0.0","0.0","0.0","7.8","73.9","0.7","0.0","19.4"
"","high","0.0","0.0","0.0","12.0","122.0","1.0","0.0","38.0"
"","low","0.0","0.0","0.0","3.5","31.1","0.3","0.1","12.4"
"Zach Pascal","ARIhigh","WR180","0.0","2.0","0.0","6.8","83.6","0.7","0.0","19.3"
"","high","0.0","4.0","0.0","9.0","119.0","1.0","0.0","34.1"
"","low","0.0","0.0","0.0","4.5","48.2","0.3","0.0","13.4"
"MyCole Pruitt","PIThigh","TE91","0.0","0.0","0.0","6.5","67.1","1.0","0.0","19.2"
"","high","0.0","0.0","0.0","9.0","101.0","2.0","0.0","22.5"
"","low","0.0","0.0","0.0","3.4","33.4","0.3","0.1","11.5"
"Hunter Luepke","DALhigh","RB108","7.4","26.2","1.4","4.0","27.1","0.2","0.0","18.9"
"","high","11.0","33.0","4.0","4.7","33.3","0.3","0.0","30.0"
"","low","4.2","18.0","0.1","3.0","17.0","0.0","0.0","11.1"
"River Cracraft","MIAhigh","WR181","0.0","0.0","0.0","9.3","78.9","0.3","0.0","18.8"
"","high","0.0","0.0","0.0","10.0","96.8","0.5","0.0","25.4"
"","low","0.0","0.0","0.0","8.5","61.0","0.0","0.0","22.1"
"Anthony Gould","INDhigh","WR182","0.0","0.0","0.0","6.8","80.8","0.6","0.0","18.7"
"","high","0.0","0.0","0.0","9.0","109.0","1.0","0.0","32.7"
"","low","0.0","0.0","0.0","4.7","52.5","0.3","0.0","16.2"
"Robbie Chosen","MIAhigh","WR183","0.0","2.0","0.0","6.6","79.0","0.7","0.0","18.6"
"","high","0.0","4.0","0.0","9.0","111.0","1.0","0.0","33.1"
"","low","0.0","0.0","0.0","4.3","47.1","0.3","0.0","13.2"
"Charlie Jones","CINhigh","WR184","0.0","1.7","0.0","6.8","83.2","0.5","0.0","18.4"
"","high","0.0","5.0","0.0","13.0","167.0","1.0","0.0","43.0"
"","low","0.0","0.0","0.0","3.6","41.2","0.3","0.0","12.8"
"Brenden Bates","NYJhigh","TE92","0.0","0.0","0.0","7.4","71.0","0.7","0.0","18.4"
"","high","0.0","0.0","0.0","11.0","104.0","1.0","0.0","17.4"
"","low","0.0","0.0","0.0","3.8","38.0","0.3","0.0","13.1"
"Tre'Quan Smith","DEThigh","WR185","0.0","0.0","0.0","11.0","74.0","0.0","0.0","18.4"
"","high","0.0","0.0","0.0","11.0","74.0","0.0","0.0","29.4"
"","low","0.0","0.0","0.0","11.0","74.0","0.0","0.0","29.4"
"Ross Dwelley","ATLhigh","TE93","0.0","0.0","0.0","6.0","83.6","0.7","0.0","18.3"
"","high","0.0","0.0","0.0","8.0","127.0","1.0","0.0","17.0"
"","low","0.0","0.0","0.0","4.0","40.3","0.3","0.0","12.0"
"Xavier Hutchinson","HOUhigh","WR186","0.0","7.0","0.0","6.4","76.6","0.6","0.0","18.2"
"","high","0.0","14.0","0.0","11.0","131.0","1.0","0.0","37.9"
"","low","0.0","0.0","0.0","1.7","22.1","0.2","0.0","9.4"
"Ashton Dulin","INDhigh","WR187","0.0","2.0","0.0","6.5","75.1","0.7","0.0","18.1"
"","high","0.0","4.0","0.0","9.0","102.0","1.0","0.0","32.1"
"","low","0.0","0.0","0.0","4.0","48.3","0.3","0.0","13.1"
"John Bates","WAShigh","TE94","0.0","0.0","0.0","8.1","76.3","0.4","0.0","18.1"
"","high","0.0","0.0","0.0","16.0","145.0","1.0","0.0","20.1"
"","low","0.0","0.0","0.0","4.0","37.9","0.0","0.1","13.3"
"Deonte Harty","BALhigh","WR188","0.0","5.0","0.0","6.3","77.2","0.6","0.0","18.1"
"","high","0.0","15.0","0.0","8.0","99.3","1.0","0.0","31.3"
"","low","0.0","0.0","0.0","3.2","37.4","0.2","0.0","13.2"
"Quintin Morris","BUFhigh","TE95","0.0","0.0","0.0","6.2","65.3","0.9","0.0","18.0"
"","high","0.0","0.0","0.0","11.0","123.0","2.0","0.0","28.2"
"","low","0.0","0.0","0.0","2.1","21.5","0.2","0.0","9.4"
"Jeff Wilson Jr.","MIAhigh","RB109","15.0","80.2","0.6","3.2","23.6","0.1","0.0","17.9"
"","high","29.0","144.0","1.0","4.0","29.3","0.2","0.0","26.7"
"","low","4.4","19.0","0.2","2.1","15.2","0.0","0.1","8.0"
"Jason Brownlee","NYJhigh","WR189","0.0","1.5","0.0","6.3","78.7","0.6","0.0","17.9"
"","high","0.0","3.0","0.0","11.0","138.0","1.0","0.0","37.4"
"","low","0.0","0.0","0.0","1.7","19.3","0.2","0.0","9.1"
"Julius Chestnut","TENhigh","RB110","20.7","74.0","0.5","3.9","31.4","0.1","0.1","17.7"
"","high","30.9","130.0","1.0","8.7","60.9","0.3","0.0","30.1"
"","low","2.3","9.1","0.0","1.9","14.5","0.0","0.2","7.1"
"Jalen Guyton","LVhigh","WR190","0.0","2.0","0.0","6.0","80.0","0.6","0.0","17.7"
"","high","0.0","4.0","0.0","9.0","119.0","1.0","0.0","33.3"
"","low","0.0","0.0","0.0","2.9","40.9","0.2","0.0","11.3"
"Ronnie Bell","SFhigh","WR191","0.0","2.0","0.0","6.3","76.0","0.6","0.0","17.6"
"","high","0.0","4.0","0.0","11.0","134.0","1.0","0.0","37.1"
"","low","0.0","0.0","0.0","1.5","18.0","0.2","0.0","9.0"
"Mecole Hardman Jr.","KChigh","WR192","2.1","15.4","0.1","5.2","65.5","0.6","0.0","17.2"
"","high","4.1","26.3","0.3","8.0","108.0","1.0","0.0","32.0"
"","low","0.0","0.0","0.0","3.2","37.3","0.3","0.1","12.4"
"Sean Tucker","TBhigh","RB111","25.5","80.6","0.6","2.8","21.4","0.1","0.1","17.0"
"","high","37.0","157.9","1.1","4.2","29.5","0.2","0.0","29.0"
"","low","11.4","33.0","0.0","1.0","10.0","0.0","0.2","9.9"
"Marcedes Lewis","CHIhigh","TE96","0.0","0.0","0.0","6.9","59.2","0.7","0.0","16.8"
"","high","0.0","0.0","0.0","10.0","84.0","1.0","0.0","15.9"
"","low","0.0","0.0","0.0","3.7","34.3","0.3","0.0","12.3"
"Hunter Long","LARhigh","TE97","0.0","0.0","0.0","6.4","64.7","0.7","0.0","16.8"
"","high","0.0","0.0","0.0","9.0","91.0","1.0","0.0","16.4"
"","low","0.0","0.0","0.0","3.7","38.4","0.3","0.0","12.0"
"Bryce Ford-Wheaton","NYGhigh","WR193","0.0","0.0","0.0","7.1","74.8","0.4","0.0","16.6"
"","high","0.0","0.0","0.0","7.1","74.8","0.4","0.0","16.7"
"","low","0.0","0.0","0.0","7.1","74.8","0.4","0.0","16.7"
"Bo Melton","GBhigh","WR194","1.0","6.3","0.0","5.9","68.6","0.5","0.1","16.2"
"","high","2.1","12.7","0.1","9.9","115.1","0.8","0.1","23.7"
"","low","0.0","0.0","0.0","1.8","22.1","0.2","0.1","9.0"
"Laviska Shenault Jr.","SEAhigh","WR195","5.3","36.6","0.1","5.2","54.9","0.2","0.1","16.2"
"","high","8.5","52.0","0.3","7.7","76.7","0.4","0.0","23.3"
"","low","2.2","12.3","0.0","1.9","19.1","0.0","0.1","9.7"
"Jordan Mims","NOhigh","RB112","14.6","60.8","0.6","3.5","25.3","0.1","0.0","16.1"
"","high","32.0","117.0","1.0","6.0","43.8","0.3","0.0","22.0"
"","low","2.4","9.6","0.0","2.1","14.3","0.0","0.1","6.8"
"Carlos Washington Jr.","ATLhigh","RB113","0.0","37.0","1.0","4.0","22.0","0.0","0.0","15.9"
"","high","0.0","37.0","1.0","4.0","22.0","0.0","0.0","19.9"
"","low","0.0","37.0","1.0","4.0","22.0","0.0","0.0","19.9"
"Chris Conley","SFhigh","WR196","0.0","2.0","0.0","5.3","65.0","0.6","0.0","15.5"
"","high","0.0","4.0","0.0","9.0","111.0","1.0","0.0","31.8"
"","low","0.0","0.0","0.0","1.5","19.0","0.2","0.0","8.1"
"Ben Sims","GBhigh","TE98","0.0","0.0","0.0","5.6","49.6","0.8","0.0","15.5"
"","high","0.0","0.0","0.0","11.0","93.0","2.0","0.0","21.6"
"","low","0.0","0.0","0.0","2.0","20.1","0.2","0.0","8.5"
"Alec Ingold","MIAhigh","RB114","1.1","4.4","0.0","7.6","55.5","0.3","0.1","15.4"
"","high","2.2","8.8","0.0","13.0","95.1","0.5","0.1","19.8"
"","low","0.0","0.0","0.0","2.2","15.9","0.2","0.1","11.0"
"Julian Hill","MIAhigh","TE99","0.0","0.0","0.0","6.8","63.9","0.6","1.0","14.8"
"","high","0.0","0.0","0.0","11.0","104.0","1.0","1.0","14.8"
"","low","0.0","0.0","0.0","2.5","23.9","0.2","1.0","10.2"
"Charlie Kolar","BALhigh","TE100","0.0","0.0","0.0","5.8","63.5","0.4","0.0","14.7"
"","high","0.0","0.0","0.0","9.0","103.0","1.0","0.0","15.9"
"","low","0.0","0.0","0.0","3.5","36.5","0.0","0.0","11.0"
"Charlie Woerner","ATLhigh","TE101","0.0","0.0","0.0","7.3","58.5","0.3","0.0","14.6"
"","high","0.0","0.0","0.0","12.0","78.0","0.7","0.0","26.1"
"","low","0.0","0.0","0.0","4.2","42.0","0.0","0.1","8.3"
"Tim Jones","JAChigh","WR197","0.0","2.0","0.0","4.9","57.0","0.6","0.0","14.3"
"","high","0.0","4.0","0.0","8.0","95.0","1.0","0.0","28.8"
"","low","0.0","0.0","0.0","1.8","18.9","0.2","0.0","7.6"
"Eric Saubert","SFhigh","TE102","0.0","0.0","0.0","6.9","57.2","0.3","0.0","14.3"
"","high","0.0","0.0","0.0","7.0","67.4","0.6","0.0","18.6"
"","low","0.0","0.0","0.0","6.7","47.0","0.0","0.0","17.1"
"Scotty Miller","PIThigh","WR198","0.0","1.3","0.0","5.6","69.6","0.3","0.0","14.2"
"","high","0.0","4.0","0.0","6.1","75.5","0.5","0.0","17.4"
"","low","0.0","0.0","0.0","5.0","64.0","0.0","0.1","15.0"
"Cody Schrader","LARhigh","RB115","31.0","77.0","0.5","2.0","14.0","0.0","0.0","14.1"
"","high","31.0","131.0","1.0","3.0","26.0","0.0","0.0","14.0"
"","low","31.0","23.0","0.0","1.0","2.0","0.0","0.0","5.5"
"Malik Heath","GBhigh","WR199","0.0","1.0","0.0","4.9","56.7","0.5","0.0","13.7"
"","high","0.0","3.0","0.0","9.0","108.0","1.0","0.0","31.0"
"","low","0.0","0.0","0.0","2.3","26.2","0.2","0.0","8.5"
"Nate Adkins","DENhigh","TE103","0.0","0.0","0.0","5.4","47.6","0.6","0.0","13.6"
"","high","0.0","0.0","0.0","9.0","79.0","1.0","0.0","14.4"
"","low","0.0","0.0","0.0","1.7","16.3","0.2","0.0","7.6"
"Brady Russell","SEAhigh","TE104","0.0","0.0","0.0","5.0","48.5","0.6","0.0","13.3"
"","high","0.0","0.0","0.0","8.0","78.0","1.0","0.0","14.0"
"","low","0.0","0.0","0.0","2.0","19.0","0.2","0.0","7.7"
"Dareke Young","SEAhigh","WR200","0.0","0.0","0.0","5.1","59.7","0.4","0.0","13.2"
"","high","0.0","0.0","0.0","5.1","59.7","0.4","0.0","13.3"
"","low","0.0","0.0","0.0","5.1","59.7","0.4","0.0","13.3"
"Easop Winston Jr.","SEAhigh","WR201","0.0","0.0","0.0","5.1","59.3","0.4","0.0","13.2"
"","high","0.0","0.0","0.0","5.1","59.3","0.4","0.0","13.2"
"","low","0.0","0.0","0.0","5.1","59.3","0.4","0.0","13.2"
"Ko Kieft","TBhigh","TE105","0.0","0.0","0.0","4.8","46.1","0.6","0.0","13.2"
"","high","0.0","0.0","0.0","7.5","75.9","1.0","0.0","16.0"
"","low","0.0","0.0","0.0","3.0","25.0","0.3","0.1","10.2"
"Raheem Blackshear","CARhigh","RB116","7.2","38.6","0.2","4.7","34.6","0.0","0.0","13.1"
"","high","12.1","55.0","0.5","9.0","68.0","0.1","0.0","26.0"
"","low","2.2","8.9","0.0","2.4","17.7","0.0","0.1","8.0"
"Boston Scott","PIThigh","RB117","2.6","54.8","0.5","2.4","17.5","0.1","0.0","13.1"
"","high","2.6","99.0","1.0","3.0","22.0","0.1","0.0","23.5"
"","low","2.6","10.5","0.0","1.8","13.1","0.0","0.0","5.7"
"Avery Williams","ATLhigh","RB118","7.6","35.0","0.4","3.9","23.2","0.1","0.0","13.0"
"","high","14.0","68.0","1.0","5.0","29.4","0.2","0.0","13.9"
"","low","4.1","17.7","0.2","2.2","15.1","0.0","0.0","8.7"
"Israel Abanikanda","NYJhigh","RB119","14.9","57.4","0.3","2.7","19.0","0.1","0.1","12.8"
"","high","25.0","107.2","0.8","4.1","29.1","0.2","0.0","22.2"
"","low","4.8","19.1","0.0","2.0","13.9","0.0","0.1","7.1"
"Britain Covey","PHIhigh","WR202","0.0","0.0","0.0","5.2","57.3","0.3","0.0","12.5"
"","high","0.0","0.0","0.0","6.5","73.6","0.5","0.0","15.2"
"","low","0.0","0.0","0.0","4.0","41.0","0.0","0.0","13.3"
"Sione Vaki","DEThigh","RB120","12.6","60.0","0.2","2.5","18.7","0.0","0.0","11.8"
"","high","12.6","67.0","0.4","3.0","23.0","0.1","0.0","14.5"
"","low","12.6","52.9","0.0","2.0","14.5","0.0","0.1","12.5"
"Terrace Marshall Jr.","SFhigh","WR203","0.0","4.0","0.0","5.0","64.0","0.0","0.0","11.8"
"","high","0.0","4.0","0.0","5.0","64.0","0.0","0.0","16.8"
"","low","0.0","4.0","0.0","5.0","64.0","0.0","0.0","16.8"
"Malik Davis","DALhigh","RB121","0.0","55.0","0.0","3.0","23.0","0.0","0.0","10.8"
"","high","0.0","55.0","0.0","3.0","23.0","0.0","0.0","13.8"
"","low","0.0","55.0","0.0","3.0","23.0","0.0","0.0","13.8"
"Chris Manhertz","NYGhigh","TE106","0.0","0.0","0.0","5.4","46.8","0.1","0.0","10.5"
"","high","0.0","0.0","0.0","9.0","77.0","0.1","0.0","8.4"
"","low","0.0","0.0","0.0","1.9","16.6","0.0","0.0","7.7"
"Anthony Firkser","NYJhigh","TE107","0.0","0.0","0.0","4.4","41.4","0.3","0.0","10.4"
"","high","0.0","0.0","0.0","4.4","41.4","0.3","0.0","10.3"
"","low","0.0","0.0","0.0","4.4","41.4","0.3","0.0","10.3"
"Dee Eskridge","MIAhigh","WR204","0.0","6.0","0.0","4.0","56.0","0.0","0.0","10.2"
"","high","0.0","6.0","0.0","4.0","56.0","0.0","0.0","14.2"
"","low","0.0","6.0","0.0","4.0","56.0","0.0","0.0","14.2"
"Josiah Deguara","JAChigh","TE108","0.0","0.0","0.0","5.0","51.0","0.0","0.0","10.1"
"","high","0.0","0.0","0.0","5.0","51.0","0.0","0.0","15.1"
"","low","0.0","0.0","0.0","5.0","51.0","0.0","0.0","15.1"
"Gunner Olszewski","NYGhigh","WR205","0.0","0.0","0.0","4.2","44.5","0.2","0.0","9.8"
"","high","0.0","0.0","0.0","5.0","52.9","0.3","0.0","10.7"
"","low","0.0","0.0","0.0","3.4","36.0","0.1","0.0","10.1"
